"ID","LabCode","C14Age","C14AgeError","MedianDate","Two-Sigma Range","Method","SiteName_jp","SiteName_en","Laitude","Longitude","Context","Prefecture","Region","PublicationYear","Reference","Notes","USED"
310,"PLD-6461",2140,35,"167 BC","351BC-287BC (0.205)|228BC-219BC (0.012)|209BC-51BC (0.739)","AMS","下郡遺跡","Shimogoriiseki",33.22326944,131.6260694,"51次,SK005甕の中から","Oita","Kyushu",2009,"弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書","",TRUE
311,"PLD-6462",2125,35,"142 BC","349BC-308BC (0.11)|206BC-45BC (0.844)","AMS","下郡遺跡","Shimogoriiseki",33.22326944,131.6260694,"51次,SK005甕の中から","Oita","Kyushu",2009,"弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書","",TRUE
312,"PLD-6463",2175,30,"255 BC","360BC-242BC (0.517)|235BC-148BC (0.403)|138BC-109BC (0.037)","AMS","下郡遺跡","Shimogoriiseki",33.22326944,131.6260694,"51次,SK005甕の中から","Oita","Kyushu",2009,"弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書","",TRUE
313,"PLD-6473",316,17,"1560 AD","1503AD-1598AD (0.766)|1617AD-1641AD (0.19)","AMS","小井川遺跡","Koikawaiseki",35.60436944,138.5222306,"東3号墓","Yamanashi","Chubu",2008,"山梨県埋蔵文化財センター調査報告書第255集　小井川遺跡Ⅲ","",TRUE
314,"PLD-6474",355,16,"1562 AD","1472AD-1525AD (0.445)|1557AD-1632AD (0.514)","AMS","小井川遺跡","Koikawaiseki",35.60436944,138.5222306,"東4号墓　下層","Yamanashi","Chubu",2008,"山梨県埋蔵文化財センター調査報告書第255集　小井川遺跡Ⅲ","",TRUE
315,"PLD-6475",328,16,"1566 AD","1495AD-1601AD (0.765)|1610AD-1637AD (0.193)","AMS","小井川遺跡","Koikawaiseki",35.60436944,138.5222306,"東地区　2号墓　下層","Yamanashi","Chubu",2008,"山梨県埋蔵文化財センター調査報告書第255集　小井川遺跡Ⅲ","",TRUE
316,"PLD-6476",317,18,"1561 AD","1499AD-1600AD (0.769)|1616AD-1641AD (0.19)","AMS","小井川遺跡","Koikawaiseki",35.60436944,138.5222306,"西地区　1号墓　中層","Yamanashi","Chubu",2008,"山梨県埋蔵文化財センター調査報告書第255集　小井川遺跡Ⅲ","",TRUE
317,"PLD-6477",308,16,"1555 AD","1511AD-1591AD (0.755)|1620AD-1643AD (0.201)","AMS","小井川遺跡","Koikawaiseki",35.60436944,138.5222306,"西地区　2号墓　下層","Yamanashi","Chubu",2008,"山梨県埋蔵文化財センター調査報告書第255集　小井川遺跡Ⅲ","",TRUE
318,"PLD-6478",289,17,"1553 AD","1521AD-1579AD (0.619)|1585AD-1586AD (0.004)|1622AD-1655AD (0.341)","AMS","小井川遺跡","Koikawaiseki",35.60436944,138.5222306,"G494　板の下の黒色層　下層","Yamanashi","Chubu",2008,"山梨県埋蔵文化財センター調査報告書第255集　小井川遺跡Ⅲ","",TRUE
319,"PLD-8046",1895,20,"156 AD","81AD-98AD (0.076)|110AD-213AD (0.881)","AMS","高柳･下安田遺跡","Takayanagi・Shimoyasudaiseki",36.13243889,136.26035,"SI051　床面","Fukui","Chubu",2010,"福井県埋蔵文化財調査報告第112集　高柳･下安田遺跡","",TRUE
320,"PLD-8810",1860,25,"180 AD","124AD-237AD (0.96)","AMS","南山畑遺跡","Minamiyamahataiseki",35.08278056,137.1779806,"C7-4　1423","Aichi","Chubu",2009,"弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書","",TRUE
321,"PLD-9712",1855,25,"185 AD","126AD-238AD (0.955)","AMS","新井三丁目遺跡","Araisanchomeiseki",35.71583056,139.6619611,"J1号住居跡,旧23住居跡,炉内覆土","Tokyo","Kanto",2009,"弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書","",TRUE
322,"PLD-9713",1900,25,"149 AD","70AD-214AD (0.957)","AMS","新井三丁目遺跡","Araisanchomeiseki",35.71583056,139.6619611,"J1号住居跡,旧23住居跡,炉内覆土","Tokyo","Kanto",2009,"弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書","",TRUE
323,"PLD-9714",1875,20,"170 AD","122AD-228AD (0.956)","AMS","新井三丁目遺跡","Araisanchomeiseki",35.71583056,139.6619611,"J1号住居跡,旧23住居跡,炉内覆土","Tokyo","Kanto",2009,"弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書","",TRUE
324,"PLD-9715",1840,25,"209 AD","126AD-247AD (0.945)|300AD-304AD (0.011)","AMS","新井三丁目遺跡","Araisanchomeiseki",35.71583056,139.6619611,"K2号住居跡,旧27住居跡,炉址（南側）","Tokyo","Kanto",2009,"弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書","",TRUE
325,"PLD-9716",1850,25,"191 AD","126AD-240AD (0.956)","AMS","新井三丁目遺跡","Araisanchomeiseki",35.71583056,139.6619611,"Y65号住居跡,旧47住居跡,柱穴B","Tokyo","Kanto",2009,"弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書","",TRUE
326,"PLD-9717",1905,25,"143 AD","66AD-212AD (0.955)","AMS","新井三丁目遺跡","Araisanchomeiseki",35.71583056,139.6619611,"Y146号住居跡,旧56住居跡,炉址燃焼面,下部","Tokyo","Kanto",2009,"弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書","",TRUE
327,"TERRA-578#10",173,35,"1777 AD","1657AD-1708AD (0.186)|1720AD-1816AD (0.447)|1833AD-1891AD (0.136)|1907AD-1950AD (0.19)","AMS","風張(1)遺跡","Kazahari(1)Iseki",40.46616111,141.4994806,"住居跡,道路32号","Aomori","Tohoku",2009,"弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書","",TRUE
328,"Tka-11782",160,90,"1781 AD","1524AD-1561AD (0.031)|1563AD-1572AD (0.006)|1630AD-1950AD (0.919)","AMS","四葉地区遺跡","Yotsubachikuiseki",35.77168056,139.6655111,"D地区リー5･001 10･11号住居址","Tokyo","Kanto",2000,"板橋区四葉地区遺跡調査報告Ⅶ　四葉地区遺跡　平成11年度【本文編(中近世･古代･弥生時代編)】","",TRUE
329,"Missing1",260,70,"1646 AD","1459AD-1696AD (0.642)|1724AD-1812AD (0.209)|1836AD-1879AD (0.035)|1914AD-1950AD (0.069)","Beta Counting","柳田館遺跡","Yanagidatateiseki",39.52868056,141.0922694,"Ⅰ-1　Ⅲ","Iwate","Tohoku",1980,"岩手県文化財調査報告書第53集　東北縦貫自動車道関係埋蔵文化財調査報告書Ⅳ(柳田館遺跡)","Labcode was missing in the original reference",TRUE
330,"Missing2",225,70,"1738 AD","1503AD-1598AD (0.156)|1617AD-1714AD (0.259)|1717AD-1826AD (0.318)|1830AD-1899AD (0.103)|1904AD-1950AD (0.12)","Beta Counting","柳田館遺跡","Yanagidatateiseki",39.52868056,141.0922694,"Ⅲ-13削平地西辺の土塁Ⅱ","Iwate","Tohoku",1980,"岩手県文化財調査報告書第53集　東北縦貫自動車道関係埋蔵文化財調査報告書Ⅳ(柳田館遺跡)","Labcode was missing in the original reference",TRUE
331,"Missing3",315,19,"1560 AD","1499AD-1600AD (0.765)|1616AD-1642AD (0.194)","AMS","宮田館跡","Miyatayakataato",39.3301,140.4530306,"SD02","Akita","Tohoku",2011,"横手市文化財調査報告第19集　宮田館跡･島田遺跡","Labcode was missing in the original reference",TRUE
332,"Missing4",340,40,"1557 AD","1460AD-1464AD (0.014)|1468AD-1640AD (0.943)","AMS","新田舘跡","Shindentateato",37.33086944,140.32205,"1号堀跡　E区","Fukushima","Tohoku",2006,"須賀川市文化財調査報告書第53集　仁井田地区ほ場整備事業関連遺跡発掘調査報告Ⅵ　新田舘跡","Labcode was missing in the original reference",TRUE
333,"Missing5",1270,40,"736 AD","662AD-775AD (0.746)|787AD-833AD (0.158)|850AD-876AD (0.05)","AMS","泉廃寺跡","Izumihaiji",37.60768889,140.8616,"第16次調査地点　SX1601","Fukushima","Tohoku",2007,"南相馬市埋蔵文化財調査報告書第6集　泉廃寺跡","Labcode was missing in the original reference",TRUE
334,"Missing6",1200,40,"830 AD","686AD-742AD (0.114)|762AD-764AD (0.003)|773AD-898AD (0.762)|919AD-957AD (0.07)|968AD-973AD (0.006)","AMS","泉廃寺跡","Izumihaiji",37.60768889,140.8616,"第16次調査地点　SX1601","Fukushima","Tohoku",2007,"南相馬市埋蔵文化財調査報告書第6集　泉廃寺跡","Labcode was missing in the original reference",TRUE
335,"Missing7",300,40,"1566 AD","1479AD-1660AD (0.95)|1789AD-1791AD (0.005)","AMS","増山城跡","Masuyamajoseki",36.65418889,137.0394306,"トレンチ内(T-2)　4-③層","Toyama","Chubu",2003,"平成14年度増山城跡総合調査概報　増山城跡Ⅵ","Labcode was missing in the original reference",TRUE
336,"Missing8",2068,20,"79 BC","160BC-37BC (0.874)|13BC-4AD (0.085)","AMS","森平遺跡","Moridairaiseki",36.2566,138.4523,"SB09　炉1","Nagano","Chubu",2014,"長野県埋蔵文化財センター発掘調査報告書107　森平遺跡　寄塚遺跡群　今井西原遺跡　今井宮の前遺跡　中部横断自動車道建設に伴う埋蔵文化財発掘調査報告書5　佐久市内5","Labcode was missing in the original reference",TRUE
337,"Missing9",2087,23,"97 BC","170BC-43BC (0.95)|6BC-4BC (0.006)","AMS","森平遺跡","Moridairaiseki",36.2566,138.4523,"SB17　炉埋土","Nagano","Chubu",2014,"長野県埋蔵文化財センター発掘調査報告書107　森平遺跡　寄塚遺跡群　今井西原遺跡　今井宮の前遺跡　中部横断自動車道建設に伴う埋蔵文化財発掘調査報告書5　佐久市内5","Labcode was missing in the original reference",TRUE
338,"Missing10",2060,40,"69 BC","174BC-30AD (0.932)|41AD-60AD (0.023)","AMS","向原第1遺跡","Mukobarudai1iseki",32.08913056,131.4439194,"②SA3","Miyazaki","Kyushu",2006,"宮崎県埋蔵文化財センター発掘調査報告書　第119集　　向原第1遺跡　東九州自動車道(都農〜西都間)建設に伴う埋蔵文化財発掘調査報告書24","Labcode was missing in the original reference",TRUE
339,"Missing11",1990,40,"28 AD","92BC-76BC (0.015)|54BC-125AD (0.94)","AMS","八幡第2遺跡","Hachimandai2iseki",32.243055,131.513611,"③SA4-5","Miyazaki","Kyushu",2007,"宮崎県埋蔵文化財センター発掘調査報告書　第148集　八幡第2遺跡　東九州自動車道(都農〜西都間)建設に伴う埋蔵文化財発掘調査報告書43","Labcode was missing in the original reference",TRUE
340,"Missing12",727,18,"1279 AD","1268AD-1294AD (0.958)","AMS","海舞寺遺跡","Kaimaijiiseki",32.725277,131.823611,"分析番号:22　S93 Code №:10493-3","Miyazaki","Kyushu",2010,"宮崎県埋蔵文化財センター発掘調査報告書　第189集　海舞寺遺跡･市之串遺跡･中野内遺跡･森ノ上遺跡(弥生･古墳時代編)･力ラ石の元遺跡　東九州自動車道(県境〜北川間)建設に伴う埋蔵文化財発掘調査報告書1","Labcode was missing in the original reference",TRUE
341,"Missing13",768,17,"1265 AD","1227AD-1249AD (0.272)|1252AD-1278AD (0.69)","AMS","海舞寺遺跡","Kaimaijiiseki",32.725277,131.823611,"分析番号:26　S110 Code №:10493-4","Miyazaki","Kyushu",2010,"宮崎県埋蔵文化財センター発掘調査報告書　第189集　海舞寺遺跡･市之串遺跡･中野内遺跡･森ノ上遺跡(弥生･古墳時代編)･力ラ石の元遺跡　東九州自動車道(県境〜北川間)建設に伴う埋蔵文化財発掘調査報告書1","Labcode was missing in the original reference",TRUE
342,"Missing14",1726,19,"339 AD","253AD-290AD (0.306)|319AD-404AD (0.65)","AMS","森ノ上遺跡","Morinoeiseki",32.707777,131.811388,"分析番号:171　SA4土器中 Code №:10493-15","Miyazaki","Kyushu",2010,"宮崎県埋蔵文化財センター発掘調査報告書　第189集　海舞寺遺跡･市之串遺跡･中野内遺跡･森ノ上遺跡(弥生･古墳時代編)･力ラ石の元遺跡　東九州自動車道(県境〜北川間)建設に伴う埋蔵文化財発掘調査報告書1","Labcode was missing in the original reference",TRUE
343,"Missing15",265,20,"1645 AD","1526AD-1558AD (0.207)|1567AD-1567AD (0.002)|1569AD-1569AD (0.002)|1632AD-1665AD (0.683)|1784AD-1794AD (0.065)","AMS","穆佐城跡","Mukasajoato",31.93323889,131.3235806,"18号土坑","Miyazaki","Kyushu",2010,"宮崎市文化財調査報告書　第79集　史跡穆佐城跡　　穆佐城跡保存整備に伴う埋蔵文化財発掘調査報告書(Ⅳ)","Labcode was missing in the original reference",TRUE
344,"Missing16",650,20,"1361 AD","1287AD-1322AD (0.418)|1357AD-1391AD (0.539)","Beta Counting","鞠智城跡","Kikuchijoato",33.02808056,130.7596694,"長者山調査区･礎石建築址","Kumamoto","Kyushu",1991,"熊本県文化財調査報告　第116集　鞠智城跡","Labcode was missing in the original reference",TRUE
345,"IAAA-170355",2695,21,"837 BC","899BC-808BC (0.972)","AMS","宇木汲田貝塚","Ukikundenkaizuka",33.411,130.0087,"F-8-c 区 層位：Xa-10-17","Saga","Kyushu",2021,"九州大学大学院人文科学研究院考古学研究室 2021 『宇木汲田貝塚』","",TRUE
346,"IAAA-170356",2640,22,"805 BC","829BC-788BC (0.955)","AMS","宇木汲田貝塚","Ukikundenkaizuka",33.411,130.0087,"G-8-c・G-9-d 区 層位：Xa-9-67・Xa-9-70","Saga","Kyushu",2021,"九州大学大学院人文科学研究院考古学研究室 2021 『宇木汲田貝塚』","",TRUE
347,"IAAA-170357",2709,22,"857 BC","901BC-811BC (0.955)","AMS","宇木汲田貝塚","Ukikundenkaizuka",33.411,130.0087,"F-8-c・d ？区 層位 IXa-4-17","Saga","Kyushu",2021,"九州大学大学院人文科学研究院考古学研究室 2021 『宇木汲田貝塚』","",TRUE
348,"IAAA-171860",2681,22,"826 BC","898BC-859BC (0.269)|845BC-803BC (0.686)","AMS","宇木汲田貝塚","Ukikundenkaizuka",33.411,130.0087,"F-8-d 区 層 Ⅸ a-3層","Saga","Kyushu",2021,"九州大学大学院人文科学研究院考古学研究室 2021 『宇木汲田貝塚』","",TRUE
349,"IAAA-201348",2710,24,"858 BC","903BC-810BC (0.957)","AMS","宇木汲田貝塚","Ukikundenkaizuka",33.411,130.0087,"F-8c 層位：Xa-10-17層（no.1）","Saga","Kyushu",2021,"九州大学大学院人文科学研究院考古学研究室 2021 『宇木汲田貝塚』","",TRUE
350,"IAAA-201349",2592,22,"790 BC","805BC-774BC (0.956)","AMS","宇木汲田貝塚","Ukikundenkaizuka",33.411,130.0087,"F-8cd 層位：IXa-4-9層（no.1）","Saga","Kyushu",2021,"九州大学大学院人文科学研究院考古学研究室 2021 『宇木汲田貝塚』","",TRUE
351,"Poz-115541",2420,30,"498 BC","747BC-689BC (0.14)|665BC-644BC (0.059)|565BC-402BC (0.758)","AMS","力石条里遺跡群","Chikaraishijoriisekigun",36.46926111,138.1443806,"SK138","Nagano","Chubu",2020,"Leipe, C., Long, T., Wagner, M., Goslar, T., Tarasov, P.E., 2020. The spread of rice to Japan: Insights from Bayesian analysis of direct radiocarbon dates and population dynamics in East Asia. Quaternary Science Reviews 244, 106507. ","",TRUE
352,"Poz-115543",2370,30,"445 BC","658BC-658BC (0.002)|540BC-390BC (0.953)","AMS","力石条里遺跡群","Chikaraishijoriisekigun",36.46926111,138.1443806,"SK1405","Nagano","Chubu",2020,"Leipe, C., Long, T., Wagner, M., Goslar, T., Tarasov, P.E., 2020. The spread of rice to Japan: Insights from Bayesian analysis of direct radiocarbon dates and population dynamics in East Asia. Quaternary Science Reviews 244, 106507. ","",TRUE
353,"Poz-115542",2190,30,"282 BC","368BC-165BC (0.955)","AMS","力石条里遺跡群","Chikaraishijoriisekigun",36.46926111,138.1443806,"SK1405","Nagano","Chubu",2020,"Leipe, C., Long, T., Wagner, M., Goslar, T., Tarasov, P.E., 2020. The spread of rice to Japan: Insights from Bayesian analysis of direct radiocarbon dates and population dynamics in East Asia. Quaternary Science Reviews 244, 106507. ","",TRUE
354,"NUTA2-13612",366,20,"1514 AD","1457AD-1524AD (0.544)|1560AD-1564AD (0.011)|1572AD-1630AD (0.403)","AMS","新府城跡","Shinpujoato",35.735833,138.425278,"","Yamanashi","Chubu",2010,"中村俊夫・田中孝幸・甲昭二・大田友子「14C実験室間の比較研究ー名古屋大学と原子力機構むつAMSシステム」、名古屋大学加速器質量分析計業績報告書XXI","",TRUE
355,"NUTA2-13610",365,21,"1517 AD","1457AD-1524AD (0.529)|1559AD-1565AD (0.017)|1570AD-1631AD (0.413)","AMS","新府城跡","Shinpujoato",35.735833,138.425278,"","Yamanashi","Chubu",2010,"中村俊夫・田中孝幸・甲昭二・大田友子「14C実験室間の比較研究ー名古屋大学と原子力機構むつAMSシステム」、名古屋大学加速器質量分析計業績報告書XXI","",TRUE
356,"NUTA2-13611",333,21,"1565 AD","1488AD-1637AD (0.959)","AMS","新府城跡","Shinpujoato",35.735833,138.425278,"","Yamanashi","Chubu",2010,"中村俊夫・田中孝幸・甲昭二・大田友子「14C実験室間の比較研究ー名古屋大学と原子力機構むつAMSシステム」、名古屋大学加速器質量分析計業績報告書XXI","",TRUE
357,"Poz-113871",2100,30,"113 BC","335BC-330BC (0.009)|197BC-43BC (0.94)|7BC-3BC (0.007)","AMS","前中西遺跡","Maenakanishi",36.15,139.4,"F-04a/HE-04a","Saitama","Kanto",2021,"Leipe, C., Endo, E., Kuramochi, S., Wagner, M., Tarasov, P.E., 2021. Crop cultivation of Middle Yayoi culture communities (fourth century bce–first century ce) in the Kanto region, eastern Japan, inferred from a radiocarbon-dated archaeobotanical record. Veget Hist Archaeobot 30, 409–421.","",TRUE
358,"NUTA2-21,202",2007,50,"8 AD","152BC-125AD (0.956)","AMS","前中西遺跡","Maenakanishi",36.15,139.4,"F-01a /HE-01a","Saitama","Kanto",2021,"Leipe, C., Endo, E., Kuramochi, S., Wagner, M., Tarasov, P.E., 2021. Crop cultivation of Middle Yayoi culture communities (fourth century bce–first century ce) in the Kanto region, eastern Japan, inferred from a radiocarbon-dated archaeobotanical record. Veget Hist Archaeobot 30, 409–421.","",TRUE
359,"NUTA2-21,204",2120,40,"137 BC","350BC-292BC (0.116)|207BC-41BC (0.83)|10BC-1BC (0.009)","AMS","前中西遺跡","Maenakanishi",36.15,139.4,"F-09/HE-09","Saitama","Kanto",2021,"Leipe, C., Endo, E., Kuramochi, S., Wagner, M., Tarasov, P.E., 2021. Crop cultivation of Middle Yayoi culture communities (fourth century bce–first century ce) in the Kanto region, eastern Japan, inferred from a radiocarbon-dated archaeobotanical record. Veget Hist Archaeobot 30, 409–421.","",TRUE
360,"NUTA2-21,206",1981,90,"36 AD","337BC-328BC (0.005)|198BC-241AD (0.95)","AMS","前中西遺跡","Maenakanishi",36.15,139.4,"F-06/HE-06","Saitama","Kanto",2021,"Leipe, C., Endo, E., Kuramochi, S., Wagner, M., Tarasov, P.E., 2021. Crop cultivation of Middle Yayoi culture communities (fourth century bce–first century ce) in the Kanto region, eastern Japan, inferred from a radiocarbon-dated archaeobotanical record. Veget Hist Archaeobot 30, 409–421.","",TRUE
361,"MTC-17432",2090,30,"102 BC","196BC-185BC (0.015)|177BC-39BC (0.912)|12BC-3AD (0.029)","AMS","岩崎遺跡群","Iwasakiisekigun",33.222,130.546,"","Fukuoka","Kyushu",2015,"「福岡県八女市岩崎出土の炭化米」設楽博己・佐々木由香・國木田大・米田穣・山﨑孔平・大森貴之、東京大学考古学研究室研究紀要　巻 29, p. 147-156","",TRUE
362,"Missing17",2395,30,"467 BC","730BC-727BC (0.004)|725BC-706BC (0.037)|702BC-698BC (0.005)|662BC-651BC (0.027)|544BC-397BC (0.885)","AMS","中屋敷遺跡","Nakayashikiiseki",35.3347463,139.1673167,"土坑２２","Kanagawa","Kanto",2005,"「中屋敷遺跡の発掘調査成果」山本 暉久・小泉 玲子、『例日本考古学』12 巻 20 号 p. 135-147","Labcode was missing in the original reference",TRUE
363,"Missing18",2320,30,"392 BC","456BC-443BC (0.014)|417BC-356BC (0.837)|281BC-231BC (0.103)","AMS","中屋敷遺跡","Nakayashikiiseki",35.3347463,139.1673167,"土坑２２","Kanagawa","Kanto",2005,"「中屋敷遺跡の発掘調査成果」山本 暉久・小泉 玲子、『例日本考古学』12 巻 20 号 p. 135-147","Labcode was missing in the original reference",TRUE
364,"PLD-7201",560,22,"1393 AD","1322AD-1356AD (0.458)|1391AD-1422AD (0.502)","AMS","払田柵跡","Hottasakuato",39.468,140.549,"SKI1810","Akita","Tohoku",2007,"秋田県教育庁払田柵跡調査事務所 2007 『秋田県文化財調査報告書421：払田柵跡第132-134次調査概要』秋田県教育委員会","",TRUE
365,"PED-8085",2107,20,"119 BC","192BC-191BC (0.004)|175BC-50BC (0.951)","AMS","諸麦遺跡","Moromugiiseki",31.71245,131.0228,"SL1","Miyazaki","Kyushu",2008,"宮崎県埋蔵文化財センター発掘調査報告書　第168集　諸麦遺跡　一般国道10号都城道路建設に伴う埋蔵文化財発掘調査報告書2 宮崎県埋蔵文化財センター","",TRUE
366,"PLD-31493",2127,20,"143 BC","340BC-324BC (0.056)|199BC-92BC (0.797)|77BC-54BC (0.102)","AMS","御供田遺跡","Gokudeniseki",33.523333,130.476944,"No.KYUS1","Fukuoka","Kyushu",2021,"九州大学埋蔵文化財調査室 2021 『九州大学埋蔵文化財調査室報告6：九州大学筑紫キャンパス遺跡群（御供田遺跡）総括報告書2－古墳時代・古代・中世編－』九州大学埋蔵文化財調査室","",TRUE
367,"IAAA-180836",320,20,"1562 AD","1496AD-1601AD (0.761)|1611AD-1640AD (0.195)","AMS","忍館城跡","Shinobu tate shiroato",38.914722,141.590833,"遺構：溝跡2　床面 遺構：溝跡2　床面直上","Miyagi","Tohoku",2020,"宮城県教育委員会 2020 『宮城県文化財調査報告書253：小屋館城跡・忍館城跡』宮城県教育委員会","",TRUE
368,"PLD-36603",1824,18,"227 AD","132AD-139AD (0.011)|159AD-189AD (0.055)|191AD-191AD (0.001)|201AD-251AD (0.811)|292AD-316AD (0.078)","AMS","小ブケ遺跡","Kobukeiseki",34.760833,136.466944,"SR301_稲束, 調査区:1区i, 試料№35, 層位:29層","Mie","Kansai",2019,"三重県埋蔵文化財センター 2019 『三重県埋蔵文化財調査報告383：小ブケ遺跡（第３次）発掘調査報告』三重県埋蔵文化財センター","",TRUE
369,"PLD-37857",1926,21,"102 AD","28AD-46AD (0.056)|58AD-203AD (0.91)","AMS","天王山遺跡","Tennoyamaiseki",37.1281,140.2536,"遺物No.1（H29年度）","Fukushima","Tohoku",2021,"白河市 2021 『天王山遺跡』白河市埋蔵文化財調査報告書第84集","",TRUE
370,"PLD-37859",1230,21,"804 AD","690AD-695AD (0.012)|704AD-740AD (0.213)|773AD-775AD (0.022)|783AD-880AD (0.709)","AMS","天王山遺跡","Tennoyamaiseki",37.1281,140.2536,"遺物No.31（S25年度）","Fukushima","Tohoku",2021,"白河市 2021 『天王山遺跡』白河市埋蔵文化財調査報告書第84集","",TRUE
371,"Beta-420403",2080,30,"92 BC","174BC-32BC (0.893)|30BC-26BC (0.005)|16BC-6AD (0.059)","AMS","八日市地方遺跡","Yokaichijikataiseki",36.401666,136.456388,"13 地区 E5-10-1K ZS-YSZ1-Sの1炭 / carbonized rice (ISYZ-S1) E5-10-1K overburden in District 13","Ishikawa","Chubu",2019,"小松市埋蔵文化財センター 2019 『八日市地方遺跡 V5』小松市埋蔵文化財センター","",TRUE
372,"Beta-420404",2250,30,"278 BC","391BC-347BC (0.307)|314BC-205BC (0.649)","AMS","八日市地方遺跡","Yokaichijikataiseki",36.401666,136.456388,"26 地区 E6-a; 7 ～ 10 期 ISYZ-S2 の炭 / (ISYZ-S2) carbonized rice excavated from the middle layer of E6-a (buried shallow valley), District 26.","Ishikawa","Chubu",2019,"小松市埋蔵文化財センター 2019 『八日市地方遺跡 V5』小松市埋蔵文化財センター","",TRUE
373,"YU-7197",824,20,"1234 AD","1179AD-1190AD (0.055)|1204AD-1267AD (0.9)","AMS","小牧遺跡","Komaki iseki",31.445833,130.945277,"No.4 石組遺構１号","Kagoshima","Kyushu",2019,"公益財団法人鹿児島県文化振興財団埋蔵文化財調査センター 2019 『公益財団法人鹿児島県文化振興財団 埋蔵文化財調査センター発掘調査報告書26：小牧遺跡１　古代～近世以降編』公益財団法人鹿児島県文化振興財団埋蔵文化財調査センター","",TRUE
374,"YU-10196",1311,20,"718 AD","659AD-705AD (0.483)|727AD-729AD (0.007)|737AD-773AD (0.47)","AMS","春日堀遺跡","Kasugaboriiseki",31.4652,131.036538,"竪穴建物跡16号SA32 No.5イネ?","Kagoshima","Kyushu",2020,"公益財団法人鹿児島県文化振興財団埋蔵文化財調査センター 2020 『春日堀遺跡１　縄文時代中期～近世編』公益財団法人鹿児島県文化振興財団埋蔵文化財調査センター発掘調査報告書32","",TRUE
375,"PLD-31079",206,19,"1771 AD","1651AD-1683AD (0.277)|1735AD-1755AD (0.113)|1760AD-1802AD (0.424)|1929AD-1934AD (0.014)|1937AD-1950AD (0.133)","AMS","富山城跡","Toyamajoato",36.69262824,137.210756,"調査区：4区, 遺構：4-SD1,位置：北壁⑯","Toyama","Chubu",2018,"北陸航測株式会社 2018 『富山市埋蔵文化財調査報告93：富山城跡発掘調査報告書　第二分冊2』富山市教育委員会埋蔵文化財センター","",TRUE
376,"PLD-25352",499,16,"1426 AD","1410AD-1439AD (0.956)","AMS","境関館遺跡","Sakaizekidateiseki",40.620555,140.508611,"","Aomori","Tohoku",2014,"『日本の出土米I』田中克典・上條信彦　編、弘前大学人文学部部　北日本考古学研究センター","",TRUE
377,"PLD-25353",1144,18,"928 AD","776AD-784AD (0.049)|832AD-847AD (0.034)|876AD-977AD (0.872)","AMS","隠川(４)遺跡","Kakuregawa(4)iseki",40.750833,140.54305,"","Aomori","Tohoku",2014,"『日本の出土米I』田中克典・上條信彦　編、弘前大学人文学部部　北日本考古学研究センター","",TRUE
378,"PLD-25354",435,19,"1449 AD","1434AD-1473AD (0.96)","AMS","砂沢平遺跡","Sunazawataiiseki",40.510277,140.61277,"","Aomori","Tohoku",2014,"『日本の出土米I』田中克典・上條信彦　編、弘前大学人文学部部　北日本考古学研究センター","",TRUE
379,"PLD-25355",1138,20,"930 AD","776AD-782AD (0.03)|835AD-841AD (0.012)|878AD-979AD (0.896)|982AD-989AD (0.017)","AMS","大平遺跡","Oodaiiseki",40.514722,140.60916,"","Aomori","Tohoku",2014,"『日本の出土米I』田中克典・上條信彦　編、弘前大学人文学部部　北日本考古学研究センター","",TRUE
380,"PLD-25356",963,19,"1102 AD","1027AD-1052AD (0.223)|1062AD-1066AD (0.01)|1076AD-1156AD (0.729)","AMS","前川遺跡","Maekawaiseki",40.629444,140.543888,"","Aomori","Tohoku",2014,"『日本の出土米I』田中克典・上條信彦　編、弘前大学人文学部部　北日本考古学研究センター","",TRUE
